1.437642991E9;46.789986667;15.551938333;0.0
1.437642992E9;46.789986667;15.551936667;0.126836462112357
1.437642993E9;46.789986667;15.551936667;0.126836462112357
1.437642994E9;46.789988333;15.551935;0.35139078845212224
1.437642995E9;46.789988333;15.551933333;0.47830337897257635
1.437642996E9;46.789988333;15.551933333;0.47830337897257635
1.437642997E9;46.789988333;15.551933333;0.47830337897257635
1.437642998E9;46.789986667;15.551935;0.7028577053887749
1.437642999E9;46.789986667;15.551936667;0.8297702997023437
1.437643E9;46.789986667;15.551936667;0.8297702997023437
1.437643001E9;46.789986667;15.551936667;0.8297702997023437
1.437643002E9;46.789986667;15.551933333;1.0835954884647194
1.437643003E9;46.789988333;15.551933333;1.2688462357805204
1.437643004E9;46.78999;15.551931667;1.4934493004687714
1.437643005E9;46.789991667;15.55193;1.718095364052067
1.437643006E9;46.789993333;15.551928333;1.9426496838049745
1.437643007E9;46.789993333;15.551928333;1.9426496838049745
1.437643008E9;46.789993333;15.551931667;2.196474841131094
1.437643009E9;46.789993333;15.551931667;2.196474841131094
1.43764301E9;46.789991667;15.551931667;2.381725588446895
1.437643011E9;46.789991667;15.551931667;2.381725588446895
1.437643012E9;46.78999;15.551931667;2.5670875310935846
1.437643013E9;46.78999;15.551931667;2.5670875310935846
1.437643014E9;46.78999;15.55193;2.6940001175480894
1.437643015E9;46.78999;15.551928333;2.8209127041378323
1.437643016E9;46.789991667;15.551926667;3.0455157659556393
1.437643017E9;46.789991667;15.551926667;3.0455157659556393
1.437643018E9;46.789993333;15.551925;3.2700700856321134
1.437643019E9;46.789995;15.551923333;3.4947161448518753
1.43764302E9;46.790001667;15.551923333;4.236052720897832
1.437643021E9;46.790001667;15.551918333;4.616714265550561
1.437643022E9;46.790001667;15.551916667;4.74355069217957
1.437643023E9;46.790003333;15.551915;4.968104999257693
1.437643024E9;46.790006667;15.551911667;5.417354082542172
1.437643025E9;46.790006667;15.55191;5.544266629831873
1.437643026E9;46.790008333;15.551908333;5.768820930170272
1.437643027E9;46.79001;15.551908333;5.954182872816962
1.437643028E9;46.790011667;15.551906667;6.178785908019348
1.437643029E9;46.790013333;15.551905;6.403340201119089
1.43764303E9;46.790013333;15.551903333;6.53025273255542
1.437643043E9;46.78995;15.551896667;0.0
1.437643044E9;46.789943333;15.551901667;0.8333567223625219
1.437643045E9;46.789933333;15.551903333;1.9525165354328058
1.437643046E9;46.789925;15.551903333;2.879103859584651
1.437643047E9;46.789923333;15.551905;3.1037500119759804
1.437643048E9;46.789915;15.551906667;4.038988438712206
1.437643049E9;46.789911667;15.55191;4.488146011923256
1.43764305E9;46.78991;15.55191;4.673507954569946
1.437643051E9;46.789906667;15.551913333;5.1226655411745385
1.437643052E9;46.789905;15.551918333;5.5460598932473
1.437643053E9;46.789891667;15.551918333;7.028621850008325
1.437643054E9;46.789898333;15.551916667;7.780620924409842
1.437643055E9;46.789901667;15.551918333;8.172441980005905
1.437643056E9;46.78991;15.551913333;9.17417437710608
1.437643057E9;46.78992;15.551911667;10.293334197177606
1.437643058E9;46.789926667;15.551913333;11.045442862817474
1.437643059E9;46.789938333;15.55191;12.367228242466952
1.43764306E9;46.789946667;15.551906667;13.328039792038155
1.437643061E9;46.789948333;15.55191;13.64221572469428
1.437643062E9;46.789946667;15.55191;13.82746647201008
1.437643063E9;46.789945;15.551908333;14.052112595538501
1.437643064E9;46.789945;15.551908333;14.052112595538501
1.437643065E9;46.789945;15.551906667;14.178949155705554
1.437643066E9;46.789946667;15.551905;14.403595279310379
1.437643067E9;46.789946667;15.551906667;14.53050796807735
1.437643068E9;46.789945;15.551906667;14.71586991072404
1.437643069E9;46.789945;15.551908333;14.842706470891093
1.43764307E9;46.789945;15.55191;14.969619163453535
1.437643193E9;46.789925;15.551991667;0.0
1.437643194E9;46.789925;15.551991667;0.0
1.437643195E9;46.789925;15.551991667;0.0
1.437643196E9;46.789925;15.551991667;0.0
1.437643197E9;46.789923333;15.551991667;0.18536194264668956
1.437643198E9;46.789923333;15.551993333;0.31219855400809843
1.437643376E9;46.789966667;15.551975;0.0
1.437643377E9;46.789965;15.551975;0.18536194264668956
1.437643378E9;46.789961667;15.551975;0.5559746333992677
1.437643379E9;46.78996;15.551975;0.7413365760459573
1.43764338E9;46.789958333;15.551973333;0.9659826818897069
1.437643381E9;46.789956667;15.551973333;1.1512334299955953
1.437643382E9;46.789955;15.551973333;1.3365953726422848
1.437643383E9;46.789953333;15.551973333;1.5219573152889743
1.437643384E9;46.789953333;15.551973333;1.5219573152889743
1.437643385E9;46.789951667;15.551973333;1.7072080633948628
1.437643386E9;46.789948333;15.551971667;2.0990290801015683
1.437643387E9;46.789946667;15.551971667;2.2842798274173695
1.437643388E9;46.789945;15.551971667;2.469641770064059
1.437643389E9;46.789945;15.551971667;2.469641770064059
1.43764339E9;46.789943333;15.551973333;2.694244894637
1.437643391E9;46.789941667;15.551975;2.918799281022814
1.437643392E9;46.789941667;15.551976667;3.045711981444313
1.437643393E9;46.78994;15.551978333;3.2703151098006646
1.437643394E9;46.789938333;15.551978333;3.455677052447354
1.437643395E9;46.789936667;15.551978333;3.6409278005532424
1.437643396E9;46.789935;15.551978333;3.826289743199932
1.437643397E9;46.789935;15.55198;3.953202459477142
1.437643398E9;46.789933333;15.55198;4.138564402123832
1.437643399E9;46.789931667;15.551978333;4.3631188024880245
1.4376434E9;46.78993;15.551976667;4.587721944152083
1.437643401E9;46.789928333;15.551975;4.812368089882844
1.437643402E9;46.789926667;15.551973333;5.036922496258527
1.437643403E9;46.789925;15.551971667;5.261525645228488
1.437643404E9;46.789923333;15.551971667;5.446887587875178
1.437643405E9;46.78992;15.551971667;5.817500277837668
